Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil,Position,Ligue,Fin_Contrat,Matchs_22_23,Buts_22_23,Minutes_22_23
Niels Nkounkou,25,France,"5,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/niels-nkounkou/profil/spieler/591193,Arrière gauche,Serie A,2026,38,6,2908
Théo Bongonda,30,RD Congo,"4,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/theo-bongonda/profil/spieler/280701,Ailier droit,Premier Liga,2026,32,4,2012
Benjamin Tahirović,22,Bosnie-Herzégovine,"1,50 mio. €","7,50 mio. €",https://www.transfermarkt.fr/benjamin-tahirovic/profil/spieler/787907,Milieu central,Superliga,2028,23,0,1137
Stephy Mavididi,27,Angleterre,"6,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/stephy-mavididi/profil/spieler/340328,Ailier gauche,Championship,2028,27,4,1318
Formose Mendy,25,Sénégal,"3,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/formose-mendy/profil/spieler/649023,Défenseur central,Championship,2026,32,1,2680
Ibrahima Koné,26,Mali,"4,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/ibrahima-kone/profil/spieler/490223,Avant-centre,LaLiga2,2028,40,9,1741
Cristian Volpato,22,Italie,"3,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/cristian-volpato/profil/spieler/746891,Milieu offensif,Serie A,2028,14,2,618
Nedim Bajrami,26,Albanie,"7,50 mio. €","6,00 mio. €",https://www.transfermarkt.fr/nedim-bajrami/profil/spieler/390177,Milieu offensif,Premiership,2028,38,2,1831
Alex Telles,33,Brésil,"7,50 mio. €","4,60 mio. €",https://www.transfermarkt.fr/alex-telles/profil/spieler/255755,Arrière gauche,Série A,2026,38,0,2142
Walid Cheddira,28,Maroc,"7,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/walid-cheddira/profil/spieler/521407,Avant-centre,Serie A,2026,38,22,3076
Paulinho,25,Brésil,Inconnu,"7,50 mio. €",https://www.transfermarkt.fr/paulinho/profil/spieler/428791,Ailier gauche,Série A,2029,68,32,4934
Santi Comesaña,29,Espagne,Inconnu,"7,50 mio. €",https://www.transfermarkt.fr/santi-comesana/profil/spieler/380598,Milieu central,LaLiga,2028,38,3,2604
Marash Kumbulla,26,Albanie,Inconnu,"7,50 mio. €",https://www.transfermarkt.fr/marash-kumbulla/profil/spieler/371371,Défenseur central,LaLiga,2026,12,1,462
Paco Alcácer,32,Espagne,Inconnu,"7,50 mio. €",https://www.transfermarkt.fr/paco-alcacer/profil/spieler/126716,Avant-centre,Autre,0,35,9,2517
Momodou Sonko,21,Suède,"4,00 mio. €","7,25 mio. €",https://www.transfermarkt.fr/momodou-sonko/profil/spieler/929876,Ailier gauche,Jupiler Pro League,2028,29,10,1561
Yann Bisseck,25,Allemagne,"5,00 mio. €","7,20 mio. €",https://www.transfermarkt.fr/yann-bisseck/profil/spieler/441986,Défenseur central,Serie A,2029,35,5,3082
Andy Diouf,22,France,"7,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/andy-diouf/profil/spieler/711976,Milieu central,Serie A,2030,57,3,4115
Santiago Castro,21,Argentine,"7,00 mio. €","13,20 mio. €",https://www.transfermarkt.fr/santiago-castro/profil/spieler/849520,Avant-centre,Serie A,2028,35,7,1596
Tiago Tomás,23,Portugal,"7,00 mio. €","8,80 mio. €",https://www.transfermarkt.fr/tiago-tomas/profil/spieler/616344,Avant-centre,Bundesliga,2029,33,4,1592
Arthur,22,Brésil,"5,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/arthur/profil/spieler/977464,Arrière droit,Bundesliga,2028,11,0,836
Raúl García,25,Espagne,"4,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/raul-garcia/profil/spieler/631002,Avant-centre,LaLiga,2028,39,19,3222
Raoul Bellanova,25,Italie,"5,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/raoul-bellanova/profil/spieler/357992,Milieu droit,Serie A,2029,22,0,660
Léo Ortiz,30,Brésil,"7,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/leo-ortiz/profil/spieler/374136,Défenseur central,Série A,2028,22,3,1784
Ellis Simms,25,Angleterre,"4,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/ellis-simms/profil/spieler/511550,Avant-centre,Championship,2027,28,8,1353
Ozziel Herrera,24,Mexique,"3,50 mio. €","7,00 mio. €",https://www.transfermarkt.fr/ozziel-herrera/profil/spieler/629006,Ailier droit,Liga MX Apertura,2027,39,7,2756
Agustín Ojeda,21,Argentine,"3,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/agustin-ojeda/profil/spieler/907131,Ailier gauche,MLS,2028,24,3,1233
Matz Sels,33,Belgique,"7,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/matz-sels/profil/spieler/127202,Gardien de but,Premier League,2027,39,0,3540
Josh Doig,23,Écosse,"7,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/josh-doig/profil/spieler/567129,Arrière gauche,Serie A,2028,22,2,1354
Aníbal Moreno,26,Argentine,"7,00 mio. €","6,45 mio. €",https://www.transfermarkt.fr/anibal-moreno/profil/spieler/642758,Milieu défensif,Torneo Apertura,0,36,3,3102
Jesús Medina,28,Paraguay,"7,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/jesus-medina/profil/spieler/353037,Ailier droit,Autre,0,33,11,2523
Tom Krauß,24,Allemagne,"7,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/tom-krauss/profil/spieler/405687,Milieu défensif,Bundesliga,2026,33,2,2618
Kasper Dolberg,28,Danemark,"7,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/kasper-dolberg/profil/spieler/283196,Avant-centre,Eredivisie,2029,22,2,720
Andy Delort,34,Algérie,"7,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/andy-delort/profil/spieler/122797,Avant-centre,Autre,0,35,9,1804
Nabil Bentaleb,31,Algérie,"7,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/nabil-bentaleb/profil/spieler/245537,Milieu défensif,Ligue 1,2026,33,4,2793
Khellven,24,Brésil,"7,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/khellven/profil/spieler/653348,Arrière droit,Série A,2030,42,2,3045
Milan van Ewijk,25,Pays-Bas,"7,00 mio. €","4,30 mio. €",https://www.transfermarkt.fr/milan-van-ewijk/profil/spieler/587335,Arrière droit,Championship,2027,40,6,3630
Thorgan Hazard,32,Belgique,"7,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/thorgan-hazard/profil/spieler/102226,Milieu offensif,Jupiler Pro League,2026,34,3,1131
Jorge Carrascal,27,Colombie,"7,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/jorge-carrascal/profil/spieler/354145,Milieu offensif,Série A,2029,34,6,1871
Ruben Aguilar,32,France,"7,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/ruben-aguilar/profil/spieler/203746,Arrière droit,Ligue 1,2028,23,0,1389
Lucas Zelarayán,33,Arménie,"7,00 mio. €","2,75 mio. €",https://www.transfermarkt.fr/lucas-zelarayan/profil/spieler/230030,Milieu offensif,Torneo Apertura,2027,21,11,1780
Krzysztof Piatek,30,Pologne,"7,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/krzysztof-piatek/profil/spieler/327757,Avant-centre,Stars League,2028,33,4,2143
Gonzalo Martínez,32,Argentine,"7,00 mio. €",520 K €,https://www.transfermarkt.fr/gonzalo-martinez/profil/spieler/281405,Milieu offensif,Torneo Apertura,2026,17,1,586
Serge Aurier,33,Côte d'Ivoire,"7,00 mio. €",100 K €,https://www.transfermarkt.fr/serge-aurier/profil/spieler/127032,Arrière droit,Autre,0,28,1,2216
Alex Král,27,Tchéquie,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/alex-kral/profil/spieler/337333,Milieu central,Bundesliga,2026,31,0,2508
Alex Oxlade-Chamberlain,32,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/alex-oxlade-chamberlain/profil/spieler/143424,Milieu central,Premiership,2026,13,1,493
Japhet Tanganga,26,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/japhet-tanganga/profil/spieler/346478,Défenseur central,Championship,2028,7,0,346
Aarón Martín,28,Espagne,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/aaron-martin/profil/spieler/251878,Arrière gauche,Serie A,2026,31,5,2077
Álvaro Carreras,22,Espagne,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/alvaro-carreras/profil/spieler/811778,Arrière gauche,LaLiga,2031,42,0,2796
Luca Pellegrini,26,Italie,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/luca-pellegrini/profil/spieler/346567,Arrière gauche,Serie A,2027,22,0,1012
Connor Roberts,30,Pays de Galles,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/connor-roberts/profil/spieler/214666,Arrière droit,Premier League,2027,50,5,4007
Joe Rodon,28,Pays de Galles,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/joe-rodon/profil/spieler/297212,Défenseur central,Premier League,2028,22,1,1958
Tommy Doyle,24,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/tommy-doyle/profil/spieler/433183,Milieu central,Championship,2026,38,4,2240
Matheus Pereira,29,Brésil,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/matheus-pereira/profil/spieler/225984,Milieu offensif,Série A,2028,33,2,2190
Brandon Williams,25,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/brandon-williams/profil/spieler/507700,Arrière gauche,Autre,0,5,0,355
Leonardo Fernández,27,Uruguay,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/leonardo-fernandez/profil/spieler/375610,Milieu offensif,Liga AUF Apertura,2027,61,14,3270
Maxime Estève,23,France,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/maxime-esteve/profil/spieler/842341,Défenseur central,Premier League,2030,24,0,1734
Imrân Louza,26,Maroc,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/imran-louza/profil/spieler/635336,Milieu central,Championship,2028,21,5,1431
Maxi Gómez,29,Uruguay,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/maxi-gomez/profil/spieler/396894,Avant-centre,Liga AUF Apertura,2026,37,7,2544
Tyler Morton,23,Angleterre,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/tyler-morton/profil/spieler/618494,Milieu défensif,Ligue 1,2030,47,0,3316
Chrislain Matsima,23,France,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/chrislain-matsima/profil/spieler/569383,Défenseur central,Bundesliga,2030,18,0,919
Martín Satriano,24,Uruguay,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/martin-satriano/profil/spieler/640109,Avant-centre,LaLiga,2026,32,2,1772
Billal Brahimi,25,Algérie,Inconnu,"7,00 mio. €",https://www.transfermarkt.fr/billal-brahimi/profil/spieler/543051,Ailier droit,Liga Portugal,2026,37,5,1249
Ibrahima Diallo,26,France,"7,00 mio. €",?,https://www.transfermarkt.fr/ibrahima-diallo/profil/spieler/413032,Milieu défensif,Stars League,2026,26,0,1326
Petar Ratkov,22,Serbie,"4,00 mio. €","6,95 mio. €",https://www.transfermarkt.fr/petar-ratkov/profil/spieler/846254,Avant-centre,Serie A,2030,40,14,2558
Ilia Gruev,25,Bulgarie,"3,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/ilia-gruev/profil/spieler/381753,Milieu défensif,Premier League,2027,32,0,1706
Christian Kabasele,34,Belgique,"1,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/christian-kabasele/profil/spieler/81512,Défenseur central,Serie A,2026,25,1,1859
Tiago Santos,23,Portugal,"3,50 mio. €","6,50 mio. €",https://www.transfermarkt.fr/tiago-santos/profil/spieler/816580,Arrière droit,Ligue 1,2029,35,0,2747
Orbelín Pineda,29,Mexique,"5,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/orbelin-pineda/profil/spieler/334042,Milieu central,Super League 1,2027,42,10,2839
Dion Lopy,24,Sénégal,"4,00 mio. €","6,50 mio. €",https://www.transfermarkt.fr/dion-lopy/profil/spieler/649033,Milieu défensif,LaLiga2,2029,31,0,1508
Daniel Boloca,27,Italie,"3,50 mio. €","6,50 mio. €",https://www.transfermarkt.fr/daniel-boloca/profil/spieler/441515,Milieu défensif,Serie A,2028,32,2,2693
Pedro de la Vega,25,Argentine,"6,50 mio. €","6,40 mio. €",https://www.transfermarkt.fr/pedro-de-la-vega/profil/spieler/618984,Ailier droit,MLS,2027,40,6,3219
Danilo,26,Brésil,"6,50 mio. €","6,30 mio. €",https://www.transfermarkt.fr/danilo/profil/spieler/519731,Avant-centre,Eredivisie,2026,48,14,2060
Carl Starfelt,30,Suède,"6,50 mio. €","5,00 mio. €",https://www.transfermarkt.fr/carl-starfelt/profil/spieler/258987,Défenseur central,LaLiga,2027,37,3,3103
Rodrigo Garro,28,Argentine,"6,50 mio. €","4,55 mio. €",https://www.transfermarkt.fr/rodrigo-garro/profil/spieler/565009,Milieu offensif,Série A,2028,44,8,3437
Santiago Ascacíbar,28,Argentine,"6,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/santiago-ascacibar/profil/spieler/423436,Milieu défensif,Torneo Apertura,2029,65,5,5000
Nikola Moro,27,Croatie,"6,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/nikola-moro/profil/spieler/316934,Milieu défensif,Serie A,2027,34,1,1945
Uros Racic,27,Serbie,"6,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/uros-racic/profil/spieler/417575,Milieu défensif,Super League 1,2029,38,4,1763
Stipe Biuk,23,Croatie,Inconnu,"6,50 mio. €",https://www.transfermarkt.fr/stipe-biuk/profil/spieler/587520,Ailier gauche,LaLiga2,2029,65,5,3458
Florian Grillitsch,30,Autriche,Inconnu,"6,50 mio. €",https://www.transfermarkt.fr/florian-grillitsch/profil/spieler/195736,Milieu défensif,Liga Portugal,2027,18,0,627
Simone Bastoni,29,Italie,Inconnu,"6,50 mio. €",https://www.transfermarkt.fr/simone-bastoni/profil/spieler/257751,Milieu central,Serie B,2026,20,2,1261
Raúl Jiménez,34,Mexique,"6,00 mio. €","6,40 mio. €",https://www.transfermarkt.fr/raul-jimenez/profil/spieler/206040,Avant-centre,Premier League,2026,20,3,1170
Federico Pereira,25,Uruguay,"1,50 mio. €","6,33 mio. €",https://www.transfermarkt.fr/federico-pereira/profil/spieler/671479,Défenseur central,Liga MX Apertura,2028,33,3,2884
Tomás Avilés,22,Argentine,"1,00 mio. €","6,30 mio. €",https://www.transfermarkt.fr/tomas-aviles/profil/spieler/1064191,Défenseur central,MLS,2026,32,1,2193
Pablo Marí,32,Espagne,"5,00 mio. €","6,20 mio. €",https://www.transfermarkt.fr/pablo-mari/profil/spieler/210178,Défenseur central,Saudi Pro League,2026,31,1,2579
Marco Brescianini,26,Italie,900 K €,"6,20 mio. €",https://www.transfermarkt.fr/marco-brescianini/profil/spieler/459128,Milieu central,Serie A,2026,39,3,2700
Fabricio Díaz,23,Uruguay,"6,00 mio. €","6,10 mio. €",https://www.transfermarkt.fr/fabricio-diaz/profil/spieler/741567,Milieu défensif,Stars League,2028,16,0,892
André Amaro,23,Portugal,"6,00 mio. €","7,75 mio. €",https://www.transfermarkt.fr/andre-amaro/profil/spieler/637782,Défenseur central,Stars League,2026,32,1,2794
Bruma,31,Portugal,"6,00 mio. €","6,55 mio. €",https://www.transfermarkt.fr/bruma/profil/spieler/139396,Ailier gauche,Liga Portugal,2028,26,4,1480
Samu Aghehowa,21,Espagne,200 K €,"6,00 mio. €",https://www.transfermarkt.fr/samu-aghehowa/profil/spieler/991268,Avant-centre,Liga Portugal,2029,33,18,2063
Johnny Cardoso,24,États-Unis,"6,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/johnny-cardoso/profil/spieler/689505,Milieu défensif,LaLiga,2030,49,2,3349
Jean Lucas,27,Brésil,"5,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/jean-lucas/profil/spieler/578872,Milieu central,Série A,2028,32,0,2186
Oleg Reabciuk,28,Moldavie,"4,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/oleg-reabciuk/profil/spieler/461512,Arrière gauche,Premier Liga,2026,45,1,3782
Mads Bidstrup,24,Danemark,"2,50 mio. €","6,00 mio. €",https://www.transfermarkt.fr/mads-bidstrup/profil/spieler/462832,Milieu central,Bundesliga,2029,34,0,2907
Maduka Okoye,26,Nigeria,"2,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/maduka-okoye/profil/spieler/340353,Gardien de but,Serie A,2028,2,0,180
Enso González,21,Paraguay,"1,90 mio. €","6,00 mio. €",https://www.transfermarkt.fr/enso-gonzalez/profil/spieler/1060740,Ailier gauche,Premier League,2029,30,3,1800
Sivert Mannsverk,23,Norvège,"5,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/sivert-mannsverk/profil/spieler/510310,Milieu défensif,Chance Liga,2026,30,6,2606
George Ilenikhena,19,Nigeria,"1,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/george-ilenikhena/profil/spieler/1004834,Avant-centre,Saudi Pro League,2029,34,18,1501
Michal Skoras,25,Pologne,"6,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/michal-skoras/profil/spieler/393565,Ailier gauche,Jupiler Pro League,2029,53,16,4030
Sergio Arribas,24,Espagne,"5,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/sergio-arribas/profil/spieler/537762,Milieu offensif,LaLiga2,2029,41,22,3266
Diego Lainez,25,Mexique,"2,50 mio. €","6,00 mio. €",https://www.transfermarkt.fr/diego-lainez/profil/spieler/371174,Ailier droit,Liga MX Apertura,2027,41,2,1777
Jhon Solís,21,Colombie,700 K €,"6,00 mio. €",https://www.transfermarkt.fr/jhon-solis/profil/spieler/742521,Milieu central,Championship,2026,32,0,2118
Félix Torres,29,Équateur,"6,00 mio. €","5,95 mio. €",https://www.transfermarkt.fr/felix-torres/profil/spieler/468174,Défenseur central,Série A,2026,36,3,2769
Mostafa Mohamed,28,Égypte,"6,00 mio. €","5,75 mio. €",https://www.transfermarkt.fr/mostafa-mohamed/profil/spieler/462348,Avant-centre,Ligue 1,2027,51,11,2953
Érick Gutiérrez,30,Mexique,"6,00 mio. €","5,50 mio. €",https://www.transfermarkt.fr/erick-gutierrez/profil/spieler/298796,Milieu central,Liga MX Apertura,2027,46,5,2459
Giovanni Fabbian,23,Italie,"6,00 mio. €","5,37 mio. €",https://www.transfermarkt.fr/giovanni-fabbian/profil/spieler/633668,Milieu offensif,Serie A,2026,38,8,2992
Adson,25,Brésil,"6,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/adson/profil/spieler/868891,Ailier droit,Série A,2027,41,5,2479
Bakhtiyor Zaynutdinov,27,Kazakhstan,"6,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/bakhtiyor-zaynutdinov/profil/spieler/344299,Arrière gauche,Premier Liga,2029,27,1,2111
Pedro Raul,29,Brésil,"6,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/pedro-raul/profil/spieler/547443,Avant-centre,Série A,2028,29,11,2278
Gerardo Arteaga,27,Mexique,"6,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/gerardo-arteaga/profil/spieler/469718,Arrière gauche,Liga MX Apertura,2027,40,2,3527
Jean Onana,26,Cameroun,"6,00 mio. €","4,04 mio. €",https://www.transfermarkt.fr/jean-onana/profil/spieler/656441,Milieu défensif,Serie A,2026,26,0,1027
Matheuzinho,25,Brésil,"6,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/matheuzinho/profil/spieler/594226,Arrière droit,Série A,2028,25,0,1444
Kerem Demirbay,32,Allemagne,"6,00 mio. €","3,70 mio. €",https://www.transfermarkt.fr/kerem-demirbay/profil/spieler/125858,Milieu central,Süper Lig,2029,36,5,2118
Yeferson Soteldo,28,Venezuela,"6,00 mio. €","3,65 mio. €",https://www.transfermarkt.fr/yeferson-soteldo/profil/spieler/312294,Ailier gauche,Série A,2028,35,1,2354
Nathan Silva,28,Brésil,"6,00 mio. €","3,65 mio. €",https://www.transfermarkt.fr/nathan-silva/profil/spieler/440652,Défenseur central,Liga MX Apertura,2027,21,1,1748
Alexis Flips,26,France,"6,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/alexis-flips/profil/spieler/395242,Milieu offensif,Jupiler Pro League,2028,35,6,2124
Rodrigo,34,Espagne,"6,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/rodrigo/profil/spieler/131505,Avant-centre,Stars League,2026,35,15,2067
David Terans,31,Uruguay,"6,00 mio. €","3,35 mio. €",https://www.transfermarkt.fr/david-terans/profil/spieler/261309,Milieu offensif,Série A,2026,32,5,2027
Bartosz Slisz,26,Pologne,"6,00 mio. €","3,20 mio. €",https://www.transfermarkt.fr/bartosz-slisz/profil/spieler/382429,Milieu défensif,Superliga,2029,38,0,3306
Emil Forsberg,34,Suède,"6,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/emil-forsberg/profil/spieler/111078,Ailier gauche,MLS,2026,43,9,2204
Iuri Medeiros,31,Portugal,"6,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/iuri-medeiros/profil/spieler/193830,Ailier droit,NB I.,2027,43,10,2809
Mathias Normann,29,Norvège,"6,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/mathias-normann/profil/spieler/257805,Milieu défensif,Stars League,2026,17,0,1004
Jacob Brown,27,Écosse,"6,00 mio. €","2,90 mio. €",https://www.transfermarkt.fr/jacob-brown/profil/spieler/469958,Avant-centre,Championship,2026,42,9,3070
Adrien Tamèze,32,France,"6,00 mio. €","2,80 mio. €",https://www.transfermarkt.fr/adrien-tameze/profil/spieler/157507,Milieu défensif,Serie A,2026,39,0,3200
Willian Arão,33,Brésil,"6,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/willian-arao/profil/spieler/210747,Milieu défensif,Série A,2026,45,1,3295
